STATUS,POLÍTICA COML.,CODIGO,VD ANTIGO 1,VD ANTIGO 2,PEOPLE,LOJAS,REGIAO GGL,REGIAO GR,REGIAO DIV,NOME GGL,NOME GR,NOME DIV,BRICK,REGIAO IM,ENDEREÇO,BAIRRO,CIDADE,ESTADO,CEP,LATITUDE,LONGITUDE,NOME DA FACHADA,DATA INAUGURAÇÂO,POLO DELIVERY,SAFRA,CLUSTER,TIPO LOJA,VAGAS/ESTACIONAMENTO,PDVs ATIVOS,CD SUPRIDOR,INSCR. ESTADUAL,CNPJ,CENTRO DE CUSTOS,ÁREA DE VENDA,METRO LINEAR,ESCOAMENTO,CLUSTER DE PARCELAMENTO,TELEFONE1,TELEFONE2,CELULAR,E-MAIL,SAB,DOM,FUNC.,2ª a 6ª,PSICOTRÓPICOS,FARMÁCIA POP.,SERVIÇOS FARMACEUTICOS,VACINAS,EAC,DENGUE/COVID,INJETAVEIS,IFOOD,RAPPI,UBER,SUPER EXPRESSA,INICIO DE OBRA,TERMINO DE OBRA,FACHADA,BANDEIRA,BICICLETARIO,IMOBILIÁRIO,REALOCAÇÃO,DATA DA VIRADA,DATA INATIVACAO
ATIVA,465.0,1505,,,L1505,DP MACAE 3,RJ CAMPOS,RJ ZONA SUL+LAGOS,RJ,Thaís Cruz,LUDMILA ARAUJO,BRUNO MAGLIANO,,,Rua Maria Francisco Borges Reid,Bairro da Gloria,MACAE,RJ,27933260,-22.402131999999998,-41.801563,DROGARIAS PACHECO,2016-04-15 00:00:00,NÃO,MADURA,AR_M,Shopping,6.0,,VD906,87101886,33.438.250/0516-67,3015050000.0,175.0,48.06,ESCOADORA,PADRÃO,(22)2772-2029,27725372,22998947729,macae3@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,64.0,956,,,VD956,DSP BRASILANDIA,SP FREGUESIA,SP CENTRO,SP,MAYSA PINTO,OLIVEIRA JUNIOR,BRUNA COSTA,,,"RUA PARAPUA,400",ITABERABA,SAO PAULO,SP,2831000,-23.481279,-46.693968999999996,DROGARIA SAO PAULO,2016-11-25 00:00:00,NÃO,MADURA,POP_M,Esquina,10.0,,VD910,140735935117,61.412.110/0791-50,2009560000.0,133.42000000000002,68.06,NORMAL,PADRÃO,(11)2305-9002,23058996,11964094935,brasilandia@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,953.0,1508,,,L1508,DP VARGEM GRANDE,RJ RECREIO,RJ BAIXADA,RJ,Iara Marquss,RODRIGO ROCHA,BRUNO MAGLIANO,,,"ETR DOS BANDEIRANTES,24331 LOJAS 101 A 106",VARGEM GRANDE,RIO DE JANEIRO,RJ,22785091,-22.976246999999997,-43.498293,DROGARIAS PACHECO,2016-07-08 00:00:00,NÃO,MADURA,CBR_M,Centro Comercial Serviço,60.0,,VD906,87141144,33.438.250/0520-43,3015080000.0,146.12,65.06,NORMAL,PADRÃO,(21)2147-0527,21470546,21967161288,vargemgrande@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,118.0,1510,,,L1510,DP CARIACICA 2,ES VILA VELHA,ES+PR,BR,EM PROCESSO,IURY SOUZA,-,,,"Rodovia BR,2.210 Pavimento 01 Comércio 01",JARDIM AMERICA,CARIACICA,ES,29140130,-20.333721999999998,-40.371137999999995,DROGARIAS PACHECO,2016-12-10 00:00:00,NÃO,MADURA,CBR_M,Esquina,14.0,,VD908,083180494,33.438.250/0521-24,3015100000.0,133.68,59.0,NORMAL,PADRÃO,(27)3093-0278,30708414,27997236123,cariacica2@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DPA,-,TAKANO,NÃO,-,
INATIVA,498.0,1511,,,L1511,DP PRACA SECA 4,,,,,,,,,"Rua Cândido Benício,nº 1.671",PRAÇA SECA,RIO DE JANEIRO,RJ,21321802,-22.896026,-43.353142,DROGARIAS PACHECO,2016-06-30 00:00:00,NÃO,MADURA,INATIVO,Meio de Quadra,0.0,,VD906,ISENTO,00.000.000/0000-00,3015110000.0,144.17000000000002,54.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,31/03/2018
INATIVA,700.0,945,,,VD945,DSP UBERABA II,,,,,,,,,"AVENIDA LEOPOLDINO DE OLIVEIRA,1573 LJ 01 1583 LJ 02",PARQUE MIRANTE,UBERABA,MG,38081000,-19.755755,-47.920410999999994,DROGARIA SAO PAULO,2016-10-24 00:00:00,NÃO,MADURA,INATIVO,SEM TIPO FILIAL,0.0,,VD909,0010685752151,61.412.110/0804-00,2009450000.0,167.54,53.08,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,24/11/2017
ATIVA,184.0,965,,,VD965,DSP SAO ROQUE,SP RAPOSO,SP CENTRO,SP,BEATRIZ SOUZA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"AV BRASIL,389",CENTRO,SAO ROQUE,SP,18130485,-23.524255,-47.136159,DROGARIA SAO PAULO,2016-10-10 00:00:00,NÃO,MADURA,AA_M,Esquina,10.0,,VD910,653.090.880.113,61.412.110/0405-30,2009650000.0,183.82,66.08,NORMAL,PADRÃO,(11)4712-8780,47845973,11910383547,saoroque@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO POR ANVISA,INATIVO,INATIVO,INATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,73.0,937,,,VD937,DSP FREGUESIA DO O III,SP FREGUESIA,SP CENTRO,SP,MAYSA PINTO,OLIVEIRA JUNIOR,BRUNA COSTA,,,"RUA MATEUS DE LEAO,46 LOJA TERREA",VILA ALBERTINA,SAO PAULO,SP,2731050,-23.496655,-46.696135999999996,DROGARIA SAO PAULO,2016-12-17 00:00:00,NÃO,MADURA,AR_P,Esquina,8.0,,VD910,141277977112,61.412.110/0700-13,2009370000.0,90.55,42.06,NORMAL,PADRÃO,(11)2306-8403,23068957,11956576460,freguesiao3@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,INATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,73.0,991,,,VD991,DSP JOAQUINA RAMALHO,SP JARDIM SAO PAULO,SP LESTE,SP,ALEX BATISTA,VALTER TOMAZ,BRUNA COSTA,,,"Avenida Joaquina Ramalho,1170",VILA GUILHERME,SAO PAULO,SP,2065000,-23.506473,-46.606958999999996,DROGARIA SAO PAULO,2016-11-24 00:00:00,NÃO,MADURA,CBR_P,Esquina,13.0,,VD910,141388087110,61.412.110/0816-43,2009910000.0,120.53,52.02,ESCOADORA,PADRÃO,(11)2305-7520,23056481,11910235318,joaquinaramalho@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,660.0,282,,,VD282,DSP VILA CURUCA,SP SAO MIGUEL,SP LESTE,SP,MARCELO RODRIGUES,VALTER TOMAZ,BRUNA COSTA,,,"Avenida Nordestina,3184 Conjunto 01",VILA NOVA CURUÇÁ,SAO PAULO,SP,8032000,-23.510243,-46.431796,DROGARIA SAO PAULO,2017-03-31 00:00:00,NÃO,MADURA,CBR_P,Posto de Gasolina,4.0,,VD910,141670535113,61.412.110/0844-05,2002820000.0,100.78,56.08,NORMAL,PADRÃO,(11)2016-0335,20160037,11910155301,vilacuruca@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,154.0,294,,,VD294,DSP PRESIDENTE PRUDENTE IV,SP PRESIDENTE PRUDENTE,SP NOROESTE,SP,LEANDRO SIQUEIRA,OLIVEIRA JUNIOR (interino),BRUNA COSTA,,,"AVENIDA CORONEL JOSE SOARES MARCONDES,3536",Jardim Bongiovani,PRESIDENTE PRUDENTE,SP,19050230,-22.140548,-51.398212,DROGARIA SAO PAULO,2017-03-31 00:00:00,NÃO,MADURA,AA_M,Esquina,5.0,,VD917,562402817117,61.412.110/0851-26,2002940000.0,160.32,81.08,NORMAL,PADRÃO,(18)3238-0349,32380311,18996333434,pprudente4@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,519.0,421,,,VD421,DSP ALPHAVILLE V,SP ALPHAVILLE,SP CENTRO,SP,ANDRE RAMOS,OLIVEIRA JUNIOR,BRUNA COSTA,,,"Alameda Rio Negro,1.286",ALPHAVILLE INDUSTRIAL,BARUERI,SP,6454000,-23.494977,-46.850423,DROGARIA SAO PAULO,2017-05-05 00:00:00,NÃO,MADURA,AR_PP,Centro Comercial Serviço,2.0,,VD910,206451567110,61.412.110/0854-79,2004210000.0,73.93,35.02,NORMAL,PADRÃO,(11)4382-0405,(11)43820406,(11)963957632,alphaville5@dpsp.com.br,06 ÀS 23,06 ÀS 23,DOMINGOS E FERIADOS,06 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,902.0,417,,,VD417,DSP JARDIM PRESIDENTE DUTRA,SP SAO MIGUEL,SP LESTE,SP,MARCELO RODRIGUES,VALTER TOMAZ,BRUNA COSTA,,,"RUA YEMEN ,3200",JARDIM PRESIDENTE DUTRA,GUARULHOS,SP,7171210,-23.429486999999998,-46.437726999999995,DROGARIA SAO PAULO,2018-12-26 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD910,796564876112,61.412.110/0857-11,2004170000.0,145.03,63.0,NORMAL,PADRÃO,(11)2088-6053,20886043,11910284709,jp.dutra@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,TAKANO,NÃO,-,
ATIVA,648.0,288,,,VD288,DSP RECIFE CENTRO II,PE SUL,NORDESTE,BR,REINALDO SILVA,THIRZA FREITAS,-,,,"AV CONDE DA BOA VISTA,569 LOJAS 05 E 06",BOA VISTA,RECIFE,PE,50060002,-8.059690999999999,-34.886265,DROGARIA SAO PAULO,2017-06-29 00:00:00,NÃO,MADURA,CBR_PP,Esquina,0.0,,VD915,059887214,61.412.110/0352-93,2002880000.0,112.34,37.06,NORMAL,PADRÃO,(81)3128-0936,31281833,81982777909,recifecentro2@dpsp.com.br,07 ÀS 21,NÃO ABRE,CONVENCIONAL,07 ÀS 21,COMERCIALIZA,COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,2023-06-30,2023-08-15,N/C,DSP,-,TAKANO,NÃO,-,
ATIVA,372.0,432,,,VD432,DSP PITUBA III,BA SSA CENTRO,NORDESTE,BR,ALAN COSTA,THIRZA FREITAS,-,,,"RUA BAHIA,350",PITUBA,SALVADOR,BA,41830161,-13.006279,-38.465554,DROGARIA SAO PAULO,2017-10-30 00:00:00,NÃO,MADURA,AR_M,Esquina,8.0,,VD915,140032488,61.412.110/0866-02,2004320000.0,103.16,55.02,NORMAL,PADRÃO,(71)3052-3165,30430273,71997053139,pituba3@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
INATIVA,40.0,516,,,VD516,DSP TAJURAS,SP MORUMBI,SP SUL,,,,,,,"Avenida dos Tajurás,125",CIDADE JARDIM,SAO PAULO,SP,5670000,-23.585922999999998,-46.696373,DROGARIA SAO PAULO,2017-10-30 00:00:00,NÃO,MADURA,AR_M,Meio de Quadra,26.0,,VD910,118280479113,61.412.110/0886-56,2005160000.0,144.98,69.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,,,,,DSP,,,,,30/12/2024
ATIVA,73.0,450,,,VD450,DSP AFONSO SCHMIDT,SP SANTANA,SP LESTE,SP,ADRIANA ROTA,VALTER TOMAZ,BRUNA COSTA,,,"ALAMEDA AFONSO SCHMIDT,619",SANTA TERESINHA,SAO PAULO,SP,2450001,-23.495870999999998,-46.638158999999995,DROGARIA SAO PAULO,2017-10-30 00:00:00,NÃO,MADURA,AR_M,Esquina,10.0,,VD910,118280450111,61.412.110/0885-75,2004500000.0,121.41,58.08,NORMAL,PADRÃO,(11)2972-2536,22816078,11996066267,afonsoSchmidt@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,372.0,712,,,VD712,DSP ANITA GARIBALDI,BA SSA CENTRO,NORDESTE,BR,ALAN COSTA,THIRZA FREITAS,-,,,"AV ANITA GARIBALDI,1746 LOJA",ONDINA,SALVADOR,BA,40170130,-13.004097,-38.505314999999996,DROGARIA SAO PAULO,2017-12-15 00:00:00,NÃO,MADURA,CBR_P,Posto de Gasolina,14.0,,VD915,142666618,61.412.110/0891-13,2007120000.0,99.52,44.04,NORMAL,PADRÃO,(71)3331-5589,33320874,71999011070,anitagaribaldi@dpsp.com.br,06 ÁS 22,06 ÁS 22,DOMINGOS E FERIADOS,06 ÁS 22,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,872.0,488,,,VD488,DSP CARAGUATATUBA II,SP LITORAL NORTE,SP LITORAL+ABC,SP,ROGERIO CARVALHO,ANDERSON SANTOS,BRUNA COSTA,,,"RUA ELIETE PAZ DA ROCHA,162",POIARES,CARAGUATATUBA,SP,11673100,-23.641429,-45.433589999999995,DROGARIA SAO PAULO,2017-12-21 00:00:00,NÃO,MADURA,CBR_M,Esquina,12.0,,VD910,254197090115,61.412.110/0906-34,2004880000.0,170.26,57.0,NORMAL,PADRÃO,(12) 3887-1783,38871898,12996031917,caraguatatuba2@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,SIM,TAKANO,NÃO,-,
ATIVA,22.0,2003,,,L2003,DSP TROBOGY,BA SSA NORTE,NORDESTE,BR,CATARINA OLIVEIRA,THIRZA FREITAS,-,,,"Avenida Luís Viana,7419 Loja 01",PARALELA,SALVADOR,BA,41730101,-12.937175,-38.40614,DROGARIA SAO PAULO,2019-01-25 00:00:00,NÃO,MADURA,CBR_P,Posto de Gasolina,7.0,,VD915,144863527,61.412.110/0911-00,2020030000.0,86.77,44.04,NORMAL,PADRÃO,(71)3462-0478,33669956,71996320214,trobogy@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO POR ANVISA,INATIVO,INATIVO POR ANVISA,ATIVO,,,NEW,DSP,SIM,TAKANO,NÃO,-,
ATIVA,498.0,1554,,,L1554,DP CAMORIM,RJ RECREIO,RJ BAIXADA,RJ,Iara Marquss,RODRIGO ROCHA,BRUNO MAGLIANO,,,"Est. dos Bandeirantes,7650 Lt 2 Pal 48007",JACAREPAGUA,RIO DE JANEIRO,RJ,22780084,-22.967060999999998,-43.415195999999995,DROGARIAS PACHECO,2018-02-27 00:00:00,NÃO,MADURA,CBR_P,Posto de Gasolina,7.0,,VD906,11023533,33.438.250/0555-73,3015540000.0,135.87,53.04,NORMAL,PADRÃO,(21)3417-3254,34173429,21972125873,camorim@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DPA,-,ANTIGO,NÃO,-,
INATIVA,0.0,2023,,,L2023,DSP FIANDEIRAS,SP JARDINS,SP CENTRO,,,,,,,"AV SANTO AMARO,1510 1536",VILA NOVA CONCEIÇÃO,SAO PAULO,SP,4506002,-23.596242,-46.676497999999995,DROGARIA SAO PAULO,2018-04-06 00:00:00,NÃO,MADURA,INATIVO,SEM TIPO FILIAL,0.0,,VD910,119.032.033.110,61.412.110/0928-40,2020230000.0,115.01,48.06,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,30/06/2020
INATIVA,525.0,2037,,,L2037,DSP BRIGADEIRO II,SP PAULISTA,SP CENTRO,,,,,,,"AV BRIGADEIRO LUIS ANTONIO,2460",JARDIM PAULISTA,SAO PAULO,SP,1402000,-23.568718,-46.650614999999995,DROGARIA SAO PAULO,2018-08-28 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,119330178114,61.412.110/0943-89,2020370000.0,129.29,63.0,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DSP,,,,,10/12/2023
ATIVA,528.0,2010,,,L2010,DSP SUMARE III,SP HIGIENOPOLIS,SP CENTRO,SP,THAMIRIS ALMEIDA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"AVENIDA SUMARE,16",PERDIZES,SAO PAULO,SP,5016090,-23.530044999999998,-46.677620999999995,DROGARIA SAO PAULO,2018-07-06 00:00:00,NÃO,MADURA,AR_G,SEM TIPO FILIAL,0.0,,VD910,119330196116,61.412.110/0945-40,2020100000.0,282.98,84.0,NORMAL,PADRÃO,(11)3673-1342,36758605,11996399442,sumare3@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,97.0,2035,,,L2035,DSP SAO BERNARDO DO CAMPO III,SP SAO BERNARDO,SP LITORAL+ABC,SP,CRISTIANE CRUZ,ANDERSON SANTOS,BRUNA COSTA,,,"Rua Marechal Deodoro,1695",CENTRO,SAO BERNARDO DO CAMPO,SP,9710190,-23.713471,-46.551494,DROGARIA SAO PAULO,2018-10-22 00:00:00,NÃO,MADURA,AR_G,SEM TIPO FILIAL,0.0,,VD910,799051328110,61.412.110/0940-36,2020350000.0,0.0,75.0,NORMAL,PADRÃO,(11)4853-0293,41270022,11997541784,sbernardo3@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
ATIVA,528.0,2039,,,L2039,DSP SUMARE IV,SP HIGIENOPOLIS,SP CENTRO,SP,THAMIRIS ALMEIDA,OLIVEIRA JUNIOR,BRUNA COSTA,,,"Avenida Sumaré,1267 1297",PERDIZES,SAO PAULO,SP,5016110,-23.540848999999998,-46.675332,DROGARIA SAO PAULO,2018-08-30 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD910,119399994113,61.412.110/0947-02,2020390000.0,204.52,79.08,NORMAL,PADRÃO,(11)2532-1984,25322332,11997116146,sumare4@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
INATIVA,414.0,1573,,,L1573,DP SHOPPING BH,MG OESTE BH,MINAS,,,,,,,ROD BR TREZENTOS E CINQUENTA E,BELVEDERE,BELO HORIZONTE,MG,30320900,-19.974573,-43.946760999999995,DROGARIAS PACHECO,2018-06-28 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD909,0024827841454,33.438.250/0569-79,3015730000.0,137.42000000000002,58.08,,,,,,,,,,,,NÃO COMERCIALIZA,INATIVO,INATIVO,INATIVO,INATIVO,INATIVO,,,,,,,,DPA,,,,,10/08/2021
ATIVA,531.0,2049,,,L2049,DSP MOOCA,SP MOOCA,SP LESTE,SP,AIRAM DUARTE,VALTER TOMAZ,BRUNA COSTA,,,"Rua Visconde de Inhomerim,1055",MOOCA,SAO PAULO,SP,3120001,-23.561711,-46.596500999999996,DROGARIA SAO PAULO,2018-09-25 00:00:00,NÃO,MADURA,AR_G,SEM TIPO FILIAL,0.0,,VD910,119552481113,61.412.110/0954-31,2020490000.0,172.03,76.08,NORMAL,PADRÃO,(11)2268-4275,22684283,11969034884,mooca@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,ATIVO,ATIVO,,,NEW,DSP,-,ANTIGO,NÃO,-,
ATIVA,471.0,1591,,,L1591,DP SHOPPING PLAZA MACAE,RJ CAMPOS,RJ ZONA SUL+LAGOS,RJ,Thaís Cruz,LUDMILA ARAUJO,BRUNO MAGLIANO,,,"Rua Bento Pessanha,800,Luc SPM 106 A 110",Bairro da Gloria,MACAE,RJ,27937004,-22.392566,-41.809304,DROGARIAS PACHECO,2018-11-07 00:00:00,NÃO,MADURA,CBR_M,SEM TIPO FILIAL,0.0,,VD906,11180418,33.438.250/0572-74,3015910000.0,120.02,56.04,NORMAL,PADRÃO,(22)2765-4830,27654678,22998985873,p.macae@dpsp.com.br,10 ÀS 22,12:50 ÀS 21,DOMINGOS E FERIADOS,10 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DPA,-,ANTIGO,NÃO,-,
ATIVA,974.0,2090,,,L2090,DSP AVENIDA SAO JOAO,SP VILA MARIANA,SP CENTRO,SP,VANESSA FILIPE,OLIVEIRA JUNIOR,BRUNA COSTA,,,"AV IPIRANGA,855",REPÚBLICA,SAO PAULO,SP,1039000,-23.542475,-46.6418,DROGARIA SAO PAULO,2019-04-22 00:00:00,NÃO,MADURA,CBR_G,SEM TIPO FILIAL,0.0,,VD910,119.824.082.110,61.412.110/0966-75,2020900000.0,0.0,82.02,NORMAL,PADRÃO,(11)3223-0254,33210400,11934151723,sao.joao@dpsp.com.br,24 HORAS,24 HORAS,24 HORAS,24 HORAS,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,NEW,DSP,-,TAKANO,NÃO,-,
ATIVA,103.0,2074,,,L2074,DSP SHOPPING RIOMAR,PE SUL,NORDESTE,BR,REINALDO SILVA,THIRZA FREITAS,-,,,"AV REPUBLICA DO LIBANO,251,lj110 piso L1",Pina,RECIFE,PE,51110160,-8.086423,-34.895862,DROGARIA SAO PAULO,2018-10-05 00:00:00,NÃO,MADURA,AR_G,SEM TIPO FILIAL,0.0,,VD915,079189253,61.412.110/0974-85,2020740000.0,147.71,75.06,NORMAL,PADRÃO,(81)3132-8410,31327956,81982533931,shopriomar@dpsp.com.br,09 ÀS 22,12 ÀS 21,DOMINGOS E FERIADOS,09 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,INATIVO,ATIVO,INATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,2023-08-15,2023-09-15,N/C,DSP,-,TAKANO,NÃO,-,
ATIVA,459.0,1587,,,L1587,DP ARARUAMA 3,RJ LAGOS,RJ ZONA SUL+LAGOS,RJ,Douglas Godim,LUDMILA ARAUJO,BRUNO MAGLIANO,,,"AV GETULIO VARGAS,1111",CENTRO,ARARUAMA,RJ,28970000,-22.867639,-42.335564,DROGARIAS PACHECO,2018-11-30 00:00:00,NÃO,MADURA,POP_G,SEM TIPO FILIAL,0.0,,VD906,11265600,33.438.250/0578-60,3015870000.0,0.0,84.06,NORMAL,PADRÃO,(22)2665-6886,26732396,22998987376,araruama3@dpsp.com.br,07 ÀS 22,07 ÀS 22,DOMINGOS E FERIADOS,07 ÀS 22,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,ATIVO,INATIVO,INATIVO,INATIVO,,,NEW,DPA,SIM,TAKANO,NÃO,-,
ATIVA,378.0,2070,,,L2070,DSP SETOR BUENO IV,GO GOIANIA CENTRAL,CENTRO OESTE,BR,Dieizibel Silva,DAISY TOSTA,-,,,"R T 55,855 QUADRA 107 LOTE 01",SETOR BUENO,GOIANIA,GO,74215170,-16.705372,-49.27298,DROGARIAS PACHECO,2018-10-26 00:00:00,NÃO,MADURA,AR_M,SEM TIPO FILIAL,0.0,,VD917,107410176,61.412.110/0973-02,2020700000.0,0.0,68.04,NORMAL,PADRÃO,(62)3251-1179,32869158,62999883295,sbueno4@dpsp.com.br,07 ÀS 23,07 ÀS 23,DOMINGOS E FERIADOS,07 ÀS 23,COMERCIALIZA,NÃO COMERCIALIZA,ATIVO,INATIVO,INATIVO,INATIVO,ATIVO,ATIVO,INATIVO,INATIVO,ATIVO,,,N/C,DSP,-,ANTIGO,NÃO,-,
